Place,Horse_name,Jockey_name,Trainer_name,Weight,Distance,Prize,Ground_state
1,aramon,seidl,klug,58.5,2100,6500,weich
2,salve sardegna (ire),lerner,hickst,58.0,2100,6500,weich
3,power of paradise,cadeddu,thomas,58.5,2100,6500,weich
4,royal run,hellyn,meulen/nl,54.0,2100,6500,weich
5,diamantfee (fr),hofer,hofer,55.0,2100,6500,weich
6,shoja,vogt,recke,52.5,2100,6500,weich
7,linnova (fr),weißmeier,weißmeier,60.5,2100,6500,weich
8,christoph columbus,porcu,blau,59.5,2100,6500,weich
9,smentana,bojko,storp,54.5,2100,6500,weich
10,huan (pol),piechulek,rotering,55.5,2100,6500,weich
1,art of adventure,verberkt,meulen/nl,63.5,1850,5100,weich
2,fishermans blues (ire),blumenauer,recke,68.0,1850,5100,weich
3,revie (fr),laznovska,mayer,61.5,1850,5100,weich
4,magic princess,roesch,roesch,59.5,1850,5100,weich
5,lunar prospect (fr),klinkenberg,berrevoets-uivel/nlerlande,58.5,1850,5100,weich
6,pancho villas (ire),achtermann,beckmann,57.5,1850,5100,weich
7,aosta cliff,bieß,volz,60.5,1850,5100,weich
8,adel verpflichtet,tepper,bradik,58.5,1850,5100,weich
9,mare,engels,meulen/nl,58.0,1850,5100,weich
10,la ravelle,gier,volz,63.0,1850,5100,weich
11,magnus,mattes,rotering,61.0,1850,5100,weich
1,gülden görl,de vries,dzubasz,56.5,1600,6000,gut
2,tenger (ire),helfenbein,mintchev,58.0,1600,6000,gut
3,foxboro,starke,schiergen,58.0,1600,6000,gut
4,arabino,minarik,gröschel,58.0,1600,6000,gut
5,godeberge,pecheur,sprengel,58.0,1600,6000,gut
6,a train,pedroza,wöhler,58.0,1600,6000,gut
1,sir leopold,de vries,ferentschak,61.5,1600,5500,gut
2,chrysanthus,murzabayev,lippitsch,58.0,1600,5500,gut
3,blue distant,milojevic,schütz,61.5,1600,5500,gut
4,kings soldier,pedroza,pyritz,56.5,1600,5500,gut
5,silenos,schurig,mayer,51.0,1600,5500,gut
6,victory run,minarik,hillis,59.5,1600,5500,gut
7,praise (ire),danz,fuhrmann,53.0,1600,5500,gut
8,dashings diamond,polli,fuhrmann,52.5,1600,5500,gut
9,la commune (ire),sechi,stein-schomburg,53.5,1600,5500,gut
10,kismet,pecheur,schütz,56.0,1600,5500,gut
0,zindai,pietsch,dzubasz,57.0,1600,5500,gut
0,pre lute,helfenbein,schütz,53.5,1600,5500,gut
1,marcello,murzabayev,fabianova,54.0,2400,9500,weich
2,palace king,pietsch,richter,56.5,2400,9500,weich
3,nagreta,de vries,paulick,58.0,2400,9500,weich
4,all access,polli,glanz,57.5,2400,9500,weich
5,chancy (ire),minarik,gröschel,54.5,2400,9500,weich
6,niron,ganbat,mayer,61.0,2400,9500,weich
7,auennebel,pecheur,pyritz,52.0,2400,9500,weich
8,wirbelwind,ehm,vovcenko,56.5,2400,9500,weich
9,astigo,danz,fabianova,52.0,2400,9500,weich
10,lord of lightning (ire),helfenbein,haustein,58.0,2400,9500,weich
11,glamour girl,starke,storp,57.5,2400,9500,weich
12,love flowers,schurig,schleusner-fruhriep,51.0,2400,9500,weich
1,szoff,pedroza,wöhler,54.5,1800,22500,weich
2,northern rock,ganbat,smrczek,56.5,1800,22500,weich
3,tim rocco,de vries,barsig,60.0,1800,22500,weich
4,doinyo,minarik,zschache,53.5,1800,22500,weich
5,yaa salaam (ire),starke,wöhler,54.0,1800,22500,weich
6,boscaccio,murzabayev,sprengel,57.5,1800,22500,weich
7,summershine (ire),helfenbein,schleusner-fruhriep,64.5,1800,22500,weich
1,vive lami,murzabayev,dzubasz,54.5,1200,25000,weich
2,bellcanto,de vries,hirschberger,59.5,1200,25000,weich
3,mascalino,ganbat,blume,58.5,1200,25000,weich
4,jazz bay (gb),pecheur,ferentschak,52.0,1200,25000,weich
5,nyani tomba (ire),danz,blazkova,52.0,1200,25000,weich
6,karadsh (fr),daroszewski,barsig,60.0,1200,25000,weich
7,majestic hope,panov,moser,55.0,1200,25000,weich
8,finch hatton,pedroza,leve,58.5,1200,25000,weich
9,vatenko,polli,dzubasz,54.5,1200,25000,weich
10,el zagal,minarik,sprengel,63.5,1200,25000,weich
11,cheviot (usa),starke,hillis,63.5,1200,25000,weich
12,vanbijou,helfenbein,fabianova,53.5,1200,25000,weich
1,matchwinner,helfenbein,kleinkorres,59.0,2000,75000,weich
2,navaro girl (ire),starke,schiergen,55.5,2000,75000,weich
3,amigo,murzabayev,fabianova,57.0,2000,75000,weich
4,potemkin,pedroza,wöhler,59.0,2000,75000,weich
5,devastar,de vries,klug,59.0,2000,75000,weich
6,capitano,minarik,hirschberger,59.0,2000,75000,weich
7,well spoken,pecheur,klug,55.5,2000,75000,weich
8,space cowboy,pietsch,klug,59.0,2000,75000,weich
9,apoleon,ganbat,schleusner-fruhriep,59.0,2000,75000,weich
1,alberto hawaii,helfenbein,schleusner-fruhriep,54.5,1800,12000,weich
2,loulous jackpot,sechi,pyritz,55.0,1800,12000,weich
3,miss england,pecheur,figge,59.0,1800,12000,weich
4,santiano,starke,reineke,59.0,1800,12000,weich
5,power euro (ire),minarik,gröschel,60.0,1800,12000,weich
6,mister onyx,polli,glanz,52.5,1800,12000,weich
7,danse rouge (ire),danz,fuhrmann,53.5,1800,12000,weich
8,gepard,murzabayev,zschache,59.0,1800,12000,weich
9,angel moon,panov,moser,55.0,1800,12000,weich
1,norajean,pecheur,schütz,53.0,2000,6000,weich
2,adao (gb),ganbat,richter,59.0,2000,6000,weich
3,imposito,starke,gröschel,54.0,2000,6000,weich
4,so brave,pedroza,barsig,58.0,2000,6000,weich
5,lady mac ben (ire),minarik,bolte,55.0,2000,6000,weich
6,turfsonne,murzabayev,dzubasz,55.0,2000,6000,weich
7,la isla bonita,pietsch,dzubasz,57.5,2000,6000,weich
8,arabian dreamer (ire),sechi,storp,58.5,2000,6000,weich
1,go rose,murzabayev,dzubasz,56.0,1500,5100,weich
2,girard,minarik,schiergen,58.0,1500,5100,weich
3,naseem al zain (fr),bojko,wöhler,58.0,1500,5100,weich
4,iliada,porcu,gröschel,56.0,1500,5100,weich
5,call me mister,hellyn,barsig,58.0,1500,5100,weich
6,lara,piechulek,glodde,56.0,1500,5100,weich
1,saxone (ire),minarik,gröschel,57.5,1500,3200,weich
2,sir theodore (ire),pietsch,richter,58.0,1500,3200,weich
3,another hill (swe),hellyn,förster,57.5,1500,3200,weich
4,hexi galaxy,porcu,paulick,55.5,1500,3200,weich
5,fine girl,lopez,angermann,55.5,1500,3200,weich
6,ma jument,bojko,paulick,55.5,1500,3200,weich
1,dream on me,porcu,gröschel,56.0,1500,5100,weich
2,zega ville,piechulek,glodde,56.0,1500,5100,weich
3,doriano,pietsch,richter,58.0,1500,5100,weich
4,lady doncaster (ire),murzabayev,sprengel,55.0,1500,5100,weich
5,invincible really,seidl,paulick,58.0,1500,5100,weich
6,dancing break (fr),hellyn,richter,55.0,1500,5100,weich
7,octavian,bojko,vovcenko,57.0,1500,5100,weich
8,ponderosa,minarik,pyritz,55.0,1500,5100,weich
9,big panther (fr),pecheur,barsig,57.0,1500,5100,weich
10,rhinestone cowboy (fr),danz,blazkova,57.0,1500,5100,weich
11,osumi,schurig,paulick,54.0,1500,5100,weich
1,süße maus,pietsch,richter,60.0,1900,5100,weich
2,pangania,minarik,vovcenko,56.5,1900,5100,weich
3,tresoli,murzabayev,dzubasz,57.5,1900,5100,weich
4,fresanta,pecheur,dzubasz,53.0,1900,5100,weich
5,izidor (cze),arendsen/cz,vorsilkova,55.0,1900,5100,weich
6,diokletian,piechulek,zschache,59.5,1900,5100,weich
7,trespassed (ire),schiergen,glodde,61.5,1900,5100,weich
8,shabraque (ire),engels,barsig,58.0,1900,5100,weich
1,tilara,pecheur,barsig,59.5,1400,10000,weich
2,universal star,bojko,barsig,53.0,1400,10000,weich
3,kastello,piechulek,glodde,59.5,1400,10000,weich
4,felissa,minarik,schiergen,52.5,1400,10000,weich
5,connected (fr),schiergen,barsig,58.0,1400,10000,weich
6,bective (ire),schurig,pohl,51.0,1400,10000,weich
7,danish king (ire),hellyn,richter,53.5,1400,10000,weich
8,nemesis,murzabayev,fabianova,54.0,1400,10000,weich
9,baahy (ire),seidl,krzyskow,54.0,1400,10000,weich
1,lomasi,pietsch,glodde,57.5,1400,3400,weich
2,litonya,schiergen,glodde,62.5,1400,3400,weich
3,rateel (ire),murzabayev,fuhrmann,65.5,1400,3400,weich
4,larra chope (fr),hellyn,förster,58.0,1400,3400,weich
5,jungle drum (fr),bojko,hinck,54.0,1400,3400,weich
6,angelic demon (ire),danz,fuhrmann,52.0,1400,3400,weich
7,almaviva,straßmeier,straßmeier,52.0,1400,3400,weich
1,chalcot (ire),engels,barsig,62.5,2200,3400,weich
2,cosinus,piechulek,pyritz,55.0,2200,3400,weich
3,touch of gold (fr),marcialis,siegert,54.0,2200,3400,weich
4,rakisz (pol),hellyn,mioduszewski/pl,55.0,2200,3400,weich
5,bayswater,bojko,hinck,54.0,2200,3400,weich
6,maresco,minarik,angermann,54.0,2200,3400,weich
7,tigerin,pietsch,dzubasz,63.0,2200,3400,weich
8,alte rocca,pecheur,stech,54.0,2200,3400,weich
9,alwin,schiergen,glodde,59.0,2200,3400,weich
10,belmondo (gb),porcu,storp,54.5,2200,3400,weich
11,lady charlie (gb),danz,storp,54.0,2200,3400,weich
12,fritz,lopez,angermann,54.0,2200,3400,weich
1,shabaneh (usa),lerner,hickst,56.0,1750,5100,schwer
2,innenminister,helfenbein,leve,58.5,1750,5100,schwer
3,accaro,de vries,klug,58.0,1750,5100,schwer
4,well timed,porcu,carvalho,56.0,1750,5100,schwer
5,myosotis,minarik,carvalho,56.0,1750,5100,schwer
6,sweet man (gb),delozier,hirschberger,58.0,1750,5100,schwer
7,lascania,starke,schiergen,56.0,1750,5100,schwer
8,quendolina,seidl,klug,56.0,1750,5100,schwer
9,shilo (ire),bojko,recke,56.0,1750,5100,schwer
1,nareia,danz,warren,52.5,1750,5100,schwer
2,solomeo (ire),minarik,schiergen,52.0,1750,5100,schwer
3,andiamo,pecheur,gröschel,52.0,1750,5100,schwer
4,honourable action (ire),helfenbein,smith,54.5,1750,5100,schwer
5,voodoo,schurig,kienemann,53.0,1750,5100,schwer
6,pure pearl,de vries,klug,56.0,1750,5100,schwer
7,yeah cool (gb),pietsch,smith,61.0,1750,5100,schwer
1,athalyna,bojko,meulen/nl,52.5,1750,4000,schwer
2,alte lady england,pecheur,demme,55.0,1750,4000,schwer
3,stuck (fr),weißmeier,nienstädt,61.0,1750,4000,schwer
4,mounirchop (fr),starke,smrczek,59.0,1750,4000,schwer
5,tjerk (hol),hellyn,jonkhart/nl,59.5,1750,4000,schwer
6,bolanos,porcu,warren,54.5,1750,4000,schwer
7,imandra,de vries,gröschel,56.0,1750,4000,schwer
8,sir bruno (fr),helfenbein,verschueren/bel,55.0,1750,4000,schwer
9,incorruptible (ire),alshowaikh,weißmeier,61.0,1750,4000,schwer
10,adelaide rose,minarik,bolte,58.5,1750,4000,schwer
11,power star,piechulek,smrczek,60.0,1750,4000,schwer
12,real promise (gb),marcialis,stefutti,54.0,1750,4000,schwer
13,dawn calling (ire),pietsch,smith,57.0,1750,4000,schwer
1,suada,pecheur,klug,56.0,1600,52000,schwer
2,moon relation,de vries,klug,57.0,1600,52000,schwer
3,leevje,lopez,klug,56.0,1600,52000,schwer
4,south coast,minarik,grewe,57.0,1600,52000,schwer
5,schöne aussicht,delozier,smrczek,56.0,1600,52000,schwer
6,golden hannie,piechulek,grewe,56.0,1600,52000,schwer
7,party queen,pietsch,hofer,57.0,1600,52000,schwer
8,mademoiselle,porcu,dzubasz,56.0,1600,52000,schwer
9,molly sunshine,hellyn,hofer,56.0,1600,52000,schwer
10,american oxygen (gb),starke,recke,58.0,1600,52000,schwer
11,seqania (gb),clijmans,hofer,56.0,1600,52000,schwer
12,jeföhl,helfenbein,klug,56.0,1600,52000,schwer
13,authentic eye,weißmeier,weißmeier,56.0,1600,52000,schwer
1,cadmium (gb),minarik,recke,61.0,2000,3600,schwer
2,monets sky (ire),porcu,storp,59.0,2000,3600,schwer
3,weltwunder,weber,meulen/nl,62.0,2000,3600,schwer
4,old firehand,lerner,weis,61.0,2000,3600,schwer
5,germanwings (fr),weißmeier,weißmeier,65.0,2000,3600,schwer
6,tech terz,helfenbein,jansen/nl,58.0,2000,3600,schwer
7,red flash,weis,weis,60.5,2000,3600,schwer
8,limari,starke,lentz,59.0,2000,3600,schwer
9,red dynamite,weißmeier,weißmeier,61.0,2000,3600,schwer
10,sweet caroline,riehl,hickst,61.0,2000,3600,schwer
11,boccaccina (fr),de vries,engels/bel,58.0,2000,3600,schwer
12,banzai (fr),pietsch,smith,58.5,2000,3600,schwer
13,kiowa,pecheur,fries-jung,60.5,2000,3600,schwer
1,so proud,kraeber,bolte,55.0,2000,4350,schwer
2,prairie sunshine,pecheur,demme,53.5,2000,4350,schwer
3,voladora,silverio,wöhling,57.0,2000,4350,schwer
4,justice frederick (ire),pietsch,smith,56.0,2000,4350,schwer
5,rue paradis,lerner,stokes,59.5,2000,4350,schwer
6,kleopatra kimberly,weber,meulen/nl,62.0,2000,4350,schwer
7,leonarda,engels,engels,57.5,2000,4350,schwer
8,lady leoso,bojko,nienstädt,54.5,2000,4350,schwer
9,cumbriano,starke,recke,56.5,2000,4350,schwer
10,call me frenklin (ire),hellyn,almenräder,58.5,2000,4350,schwer
11,piccadilly (swi),helfenbein,peeters/nl,54.5,2000,4350,schwer
12,golden boy,weißmeier,weißmeier,62.0,2000,4350,schwer
13,ulandos,danz,bothe,54.5,2000,4350,schwer
14,fair friend,minarik,bolte,56.0,2000,4350,schwer
1,rose duchesse (fr),engels,hickst,53.0,2000,5100,schwer
2,northsea star,de vries,klug,56.5,2000,5100,schwer
3,flying flamingo,hellyn,almenräder,56.0,2000,5100,schwer
4,dancing rocky (aut),helfenbein,smrczek,56.0,2000,5100,schwer
5,tracking (gb),porcu,mulder,59.0,2000,5100,schwer
1,pensante,bojko,rohne,58.0,1600,3800,schwer
2,never in doubt (gb),porcu,weidler,57.5,1600,3800,schwer
3,ziro (ire),pietsch,thomas,57.0,1600,3800,schwer
4,rainmaker (fr),helfenbein,rohne,57.5,1600,3800,schwer
5,clairwood (gb),lopez,brüggemann,55.0,1600,3800,schwer
1,magic knowles (fr),woodburn,hillis,56.0,1400,5100,weich
2,florenza,schiergen,kerekes,56.5,1400,5100,weich
3,mantalik (fr),barzalona,figge,56.0,1400,5100,weich
4,levante (fr),polli,glanz,56.0,1400,5100,weich
5,sie haben da was,lemaitre,steinberg,58.0,1400,5100,weich
6,dioresse (ire),bieß,figge,55.0,1400,5100,weich
7,griffone (fr),cadeddu,hillis,58.0,1400,5100,weich
8,feodor,scardino,mayer,58.0,1400,5100,weich
9,so super,murzabayev,geisler,58.0,1400,5100,weich
10,sisikam,ganbat,geisler,56.0,1400,5100,weich
11,darshano,yavuz,figge,58.0,1400,5100,weich
1,fort good hope,murzabayev,richter,58.0,2000,3600,weich
2,snowhite,echariaa,hillis,52.0,2000,3600,weich
3,wild horse,mitchell,rohne,57.0,2000,3600,weich
4,orania (gb),polli,glanz,58.0,2000,3600,weich
5,achtung,cadeddu,kerekes,55.0,2000,3600,weich
1,valluga,mitchell,hirschberger,57.5,2200,5500,weich
2,winoso (hun),schiergen,mühlbauer,56.0,2200,5500,weich
3,dashing diva,ganbat,richter,59.5,2200,5500,weich
4,waikiki,cadeddu,richter,59.5,2200,5500,weich
5,cmon mon (fr),polli,mayer,52.0,2200,5500,weich
6,satica (gb),barzalona,schiergen,54.0,2200,5500,weich
7,pats patricia (fr),hofer,hillis,53.0,2200,5500,weich
8,eternal power (gb),woodburn,hillis,61.5,2200,5500,weich
9,antonia bella (fr),murzabayev,mayer,57.0,2200,5500,weich
1,high flight (ire),schiergen,schiergen,57.0,1600,5100,weich
2,lady magic,woodburn,mayer,55.0,1600,5100,weich
3,wangi wangi,cadeddu,richter,58.0,1600,5100,weich
4,lissabon (gb),barzalona,hillis,58.0,1600,5100,weich
5,ferragosta,echariaa,hillis,52.0,1600,5100,weich
6,sweety heart (fr),hofer,kerekes,57.0,1600,5100,weich
7,laurin (ire),ganbat,mühlbauer,57.0,1600,5100,weich
8,kinky kylie (hun),murzabayev,geisler,55.0,1600,5100,weich
9,shimmer pearl,yavuz,figge,56.0,1600,5100,weich
10,o la petite,scardino,kerekes,56.0,1600,5100,weich
1,bernsteinkette,barzalona,hillis,53.5,2000,10000,weich
2,silicon valley,schiergen,rothacker,58.0,2000,10000,weich
3,action please,mitchell,hillis,62.5,2000,10000,weich
4,naledi,polli,glanz,53.0,2000,10000,weich
5,nic mountain (gb),yavuz,figge,55.0,2000,10000,weich
6,i do,woodburn,kogler,55.0,2000,10000,weich
7,attalos,ganbat,almenräder,55.5,2000,10000,weich
8,key to magic,murzabayev,mayer,55.5,2000,10000,weich
9,eudokia (gb),cadeddu,glanz,58.5,2000,10000,weich
10,kitaneso (gb),scardino,klein,56.5,2000,10000,weich
1,wild bud (usa),lemaitre,pantall/fr,55.5,1000,25000,weich
2,princess asta (fr),cadeddu,hofer,56.5,1000,25000,weich
3,daring match,mitchell,hirschberger,58.0,1000,25000,weich
4,basse reine (fr),yavuz,figge,53.5,1000,25000,weich
5,mikesh (ire),florian,satra/cz,55.0,1000,25000,weich
6,bondi,polli,mayer,53.5,1000,25000,weich
7,cheviot (usa),woodburn,hillis,55.0,1000,25000,weich
8,bouquet de flores (usa),,pantall/fr,55.5,1000,25000,weich
9,nantany (gb),murzabayev,richter,54.0,1000,25000,weich
1,winola,sechi,richter,55.0,1400,4000,weich
2,auristella,ganbat,mayer,57.0,1400,4000,weich
3,kowalsky (hun),gräter,mühlbauer,60.5,1400,4000,weich
4,action pure,murzabayev,mayer,58.5,1400,4000,weich
5,shinko danon (ire),cadeddu,mayer,53.5,1400,4000,weich
6,valdez,wlodkowski,figge,52.0,1400,4000,weich
7,ice club (ire),polli,hellier,57.5,1400,4000,weich
8,world time,hofer,pils,52.0,1400,4000,weich
9,exclusive potion (fr),scardino,klein,59.5,1400,4000,weich
1,si partout (fr),roesch,roesch,58.0,2200,4000,weich
2,koreen (ire),woodburn,schwarzenbeck,65.5,2200,4000,weich
3,soldieress,gier,figge,64.0,2200,4000,weich
4,onenightinbangkok,schiergen,hillis,58.0,2200,4000,weich
5,quinceanera,pattinson,mayer,60.0,2200,4000,weich
6,twinnie,fleißner,bach,57.5,2200,4000,weich
7,winzapper (hun),bieß,geisler,62.0,2200,4000,weich
8,santana,lübcke,pils,57.0,2200,4000,weich
9,winfield (hun),blumenauer,geisler,63.5,2200,4000,weich
10,victory run,pledl,hillis,62.5,2200,4000,weich
1,valajani,de vries,klug,58.0,1600,5100,gut stellenweise weich
2,guiri,minarik,carvalho,58.0,1600,5100,gut stellenweise weich
3,enissa,seidl,klug,56.0,1600,5100,gut stellenweise weich
4,apollo,delozier,hirschberger,58.0,1600,5100,gut stellenweise weich
5,asian highway,lerner,grewe,58.0,1600,5100,gut stellenweise weich
6,nikkei,pedroza,schiergen,58.0,1600,5100,gut stellenweise weich
1,itchy,laznovska,lenz,55.0,1600,5450,gut stellenweise weich
2,so soon,hellyn,lentz,53.5,1600,5450,gut stellenweise weich
3,tikthebox (ire),seidl,verberkt/nl,62.0,1600,5450,gut stellenweise weich
4,bolanos,de vries,warren,60.5,1600,5450,gut stellenweise weich
5,wrangel (ire),lopez,brüggemann,53.0,1600,5450,gut stellenweise weich
6,wasseem (ire),alshowaikh,meulen/nl,60.5,1600,5450,gut stellenweise weich
7,goldie doll (hol),cadeddu,troost,58.5,1600,5450,gut stellenweise weich
8,cheers all round (gb),sechi,hellier,53.5,1600,5450,gut stellenweise weich
9,spirit danon (ire),hofer,leiner,54.0,1600,5450,gut stellenweise weich
10,marientaler (ire),kraeber,werning,54.0,1600,5450,gut stellenweise weich
11,canton delight (fr),daroszewski,recke,59.5,1600,5450,gut stellenweise weich
12,distant day (ire),helfenbein,hillis,57.5,1600,5450,gut stellenweise weich
13,independencia (gb),minarik,wolters/nl,56.0,1600,5450,gut stellenweise weich
14,worlds dream,schiergen,gropp,60.0,1600,5450,gut stellenweise weich
1,renfrew street (gb),fanning,johnston,56.5,3000,25000,gut stellenweise weich
2,adler,seidl,klug,54.5,3000,25000,gut stellenweise weich
3,moonshiner,minarik,carvalho,59.0,3000,25000,gut stellenweise weich
4,iraklion,murzabayev,sprengel,58.0,3000,25000,gut stellenweise weich
5,par coeur,delozier,mongil,54.5,3000,25000,gut stellenweise weich
6,kashmar,mitchell,glanz,57.5,3000,25000,gut stellenweise weich
7,golden gazelle (ire),schiergen,schiergen,56.5,3000,25000,gut stellenweise weich
8,sexy juke,best,schiergen,53.0,3000,25000,gut stellenweise weich
9,shadow sadness,de vries,recke,58.0,3000,25000,gut stellenweise weich
10,super ridge (fr),bojko,hillis,58.0,3000,25000,gut stellenweise weich
11,greta (fr),pecheur,mäder,56.5,3000,25000,gut stellenweise weich
1,magneta sky,schiergen,schiergen,58.0,1850,5100,gut stellenweise weich
2,ontario flight,de vries,klug,58.0,1850,5100,gut stellenweise weich
3,notre logique,minarik,suborics,57.0,1850,5100,gut stellenweise weich
4,doris,best,geisler,57.5,1850,5100,gut stellenweise weich
5,feuerlilie (gb),hellyn,almenräder,58.0,1850,5100,gut stellenweise weich
6,norway,panov,moser,57.5,1850,5100,gut stellenweise weich
7,always music,lerner,hickst,57.0,1850,5100,gut stellenweise weich
8,estima,pecheur,klug,57.0,1850,5100,gut stellenweise weich
1,borneo (ire),helfenbein,hobitz,53.0,2400,5450,gut stellenweise weich
2,aurelio,alshowaikh,smrczek,59.0,2400,5450,gut stellenweise weich
3,allez y,piechulek,schwinn,59.5,2400,5450,gut stellenweise weich
4,landslide,pecheur,bolte,53.0,2400,5450,gut stellenweise weich
5,iniesta,best,schwinn,53.5,2400,5450,gut stellenweise weich
6,juan,hofer,schwinn,56.5,2400,5450,gut stellenweise weich
7,marlot (gb),seidl,hermans/nl,61.5,2400,5450,gut stellenweise weich
8,medaillon (fr),cadeddu,hofer,53.0,2400,5450,gut stellenweise weich
9,airfield beauty (gb),hellyn,recke,54.0,2400,5450,gut stellenweise weich
10,cyrus sod (gb),minarik,leiner,57.5,2400,5450,gut stellenweise weich
11,weltwunder,bojko,meulen/nl,53.5,2400,5450,gut stellenweise weich
12,anaximenes (ire),delozier,smrczek,58.5,2400,5450,gut stellenweise weich
13,menace,murzabayev,nedorostek,57.0,2400,5450,gut stellenweise weich
14,nicoletta,lerner,lentz,55.5,2400,5450,gut stellenweise weich
1,erasmus,de vries,klug,58.0,1600,155000,gut stellenweise weich
2,salve del rio (ire),cadeddu,carvalho,58.0,1600,155000,gut stellenweise weich
3,wild max,pedroza,wöhler,58.0,1600,155000,gut stellenweise weich
4,pathfinder,pecheur,demme,58.0,1600,155000,gut stellenweise weich
5,ancient spirit,minarik,carvalho,58.0,1600,155000,gut stellenweise weich
6,tenger (ire),helfenbein,mintchev,58.0,1600,155000,gut stellenweise weich
7,theo,lerner,hickst,58.0,1600,155000,gut stellenweise weich
8,ernesto,seidl,klug,58.0,1600,155000,gut stellenweise weich
9,zargun,mitchell,wöhler,58.0,1600,155000,gut stellenweise weich
1,camberwell,piechulek,bolte,58.0,1850,10000,gut stellenweise weich
2,commander kirk (ire),pecheur,smrczek,58.5,1850,10000,gut stellenweise weich
3,usbekia (ire),riehl,schiergen,54.0,1850,10000,gut stellenweise weich
4,nadelwald (gb),alshowaikh,wolters/nl,56.0,1850,10000,gut stellenweise weich
5,dark forrest,cadeddu,vovcenko,56.5,1850,10000,gut stellenweise weich
6,american tiger,bojko,kleinkorres,55.0,1850,10000,gut stellenweise weich
7,teddilee,de vries,klug,59.0,1850,10000,gut stellenweise weich
1,pleasant princess (ire),lopez,maurer,56.5,1850,6000,gut stellenweise weich
2,heavensfield (gb),de vries,wolters/nl,61.0,1850,6000,gut stellenweise weich
3,see dex,cadeddu,lentz,58.0,1850,6000,gut stellenweise weich
4,jolly boy,bojko,geisler,61.0,1850,6000,gut stellenweise weich
5,power of paradise,alshowaikh,thomas,57.5,1850,6000,gut stellenweise weich
6,shoja,minarik,recke,56.0,1850,6000,gut stellenweise weich
7,dutch master (gb),hellyn,meulen/nl,54.0,1850,6000,gut stellenweise weich
8,siberia,lerner,hickst,59.5,1850,6000,gut stellenweise weich
9,eyes on me,riehl,werning,51.0,1850,6000,gut stellenweise weich
10,come on percy (gb),engels,meulen/nl,53.0,1850,6000,gut stellenweise weich
11,alsterprinz,delozier,smrczek,59.5,1850,6000,gut stellenweise weich
12,red pepper,schiergen,schierstädt,60.0,1850,6000,gut stellenweise weich
1,ohne tadel,guineheux,lüker,63.5,1600,5000,gut
2,sterngold,schiergen,glodde,65.0,1600,5000,gut
3,silenos,timpelan,mayer,60.0,1600,5000,gut
4,praise (ire),besana,fuhrmann,60.5,1600,5000,gut
5,angela borgia (gb),öhgren,busch,62.0,1600,5000,gut
6,dashings diamond,gier,fuhrmann,62.0,1600,5000,gut
7,dingari (fr),galligan,fuhrmann,61.0,1600,5000,gut
8,ready indy (usa),berton,fuhrmann,63.5,1600,5000,gut
9,you wish (gb),laborde,storp,60.0,1600,5000,gut
1,norajean,pecheur,schütz,54.5,2000,7000,gut
2,marcello,murzabayev,fabianova,58.0,2000,7000,gut
3,adao (gb),pietsch,richter,55.0,2000,7000,gut
4,chancy (ire),minarik,gröschel,54.0,2000,7000,gut
5,cash the cheque,pedroza,richter,59.5,2000,7000,gut
6,danse rouge (ire),daroszewski,fuhrmann,59.5,2000,7000,gut
7,trespassed (ire),schiergen,glodde,56.5,2000,7000,gut
8,baldus,bojko,richter,57.5,2000,7000,gut
9,strato,hellyn,richter,58.5,2000,7000,gut
10,napadac,de vries,richter,59.0,2000,7000,gut
1,zaphiras adventure (gb),engels,fritzenwanker,54.0,1800,5500,gut
2,kings soldier,lerner,pyritz,56.0,1800,5500,gut
3,oxbridge blue (gb),murzabayev,glodde,57.0,1800,5500,gut
4,lady lilian,bojko,stech,53.5,1800,5500,gut
5,turfsonne,sechi,dzubasz,57.0,1800,5500,gut
6,ma jolie cherie,de vries,paulick,57.5,1800,5500,gut
7,mandelsamen,cadeddu,sprengel,57.0,1800,5500,gut
8,tshirina,panov,lentz,54.0,1800,5500,gut
9,wellensturm,daroszewski,dzubasz,61.0,1800,5500,gut
10,pre lute,pecheur,schütz,53.0,1800,5500,gut
11,imposito,pietsch,gröschel,62.5,1800,5500,gut
1,blue distant,pecheur,schütz,53.5,1600,6000,gut
2,pretor (pol),lerner,lentz,54.5,1600,6000,gut
3,bavarian beauty,sechi,arnold,57.0,1600,6000,gut
4,liverbird,piechulek,angermann,55.5,1600,6000,gut
5,orkanos,murzabayev,dzubasz,58.5,1600,6000,gut
6,fascinator,bojko,leve,58.0,1600,6000,gut
7,mystical wind (ire),cadeddu,pohl,53.5,1600,6000,gut
8,faintly (usa),steudle,lüker,56.5,1600,6000,gut
9,danish king (ire),pietsch,richter,62.5,1600,6000,gut
10,dictator,minarik,nedorostek,58.0,1600,6000,gut
11,sunnylea,de vries,almenräder,57.0,1600,6000,gut
12,novacovic,daroszewski,fuhrmann,59.5,1600,6000,gut
1,clubber lang (ire),laborde,smrczek,67.0,2200,5000,gut
2,just shrek,schiergen,glodde,69.5,2200,5000,gut
3,marolo,galligan,storp,66.5,2200,5000,gut
4,amondo,holm,fuhrmann,64.0,2200,5000,gut
5,arsenale,croce,fuhrmann,64.0,2200,5000,gut
6,teufelssee,bardon,schleusner-fruhriep,64.0,2200,5000,gut
7,perfect princess,besana,nedorostek,64.0,2200,5000,gut
8,early guest,guineheux,storp,64.0,2200,5000,gut
