Place,Horse_name,Jockey_name,Trainer_name,Weight,Distance,Prize,Ground_state
5,simsong (fr),ganbat,smrczek,58.0,2200,6500,gut
6,waipper,pecheur,hammer-hansen,57.5,2200,6500,gut
1,la la land,delozier,grewe,56.0,1000,10000,gut
2,real fan (fr),hamelin,palussiere/fr,56.0,1000,10000,gut
3,vancuro,cadeddu,hofer,58.0,1000,10000,gut
4,akatino,pecheur,demme,58.0,1000,10000,gut
-1,key to success,marcialis,grewe,55.0,1000,10000,gut
1,accon,palik,klug,58.0,2000,55000,gut
2,skyful sea (fr),starke,schiergen,56.5,2000,55000,gut
3,surrey thunder (fr),kelly,tuite,58.0,2000,55000,gut
4,runnymede (gb),veron,steinberg,58.0,2000,55000,gut
5,moonlight man,de vries,klug,58.0,2000,55000,gut
6,king,piechulek,wolters/nl,58.0,2000,55000,gut
7,peppone,murzabayev,wöhler,58.0,2000,55000,gut
8,könig platon,delozier,hirschberger,58.0,2000,55000,gut
1,narello,de vries,gröschel,58.0,1800,7000,gut
2,roshan (usa),delozier,grewe,57.5,1800,7000,gut
3,queen josephine,murzabayev,figge,56.5,1800,7000,gut
4,corbusier (gb),starke,moser,58.0,1800,7000,gut
5,army of angels,ganbat,smrczek,57.5,1800,7000,gut
6,sa sal,pecheur,rotering,58.0,1800,7000,gut
7,estivo (ire),piechulek,hillis,57.5,1800,7000,gut
8,murdoch (fr),minarik,rulec,57.5,1800,7000,gut
9,lima (swi),vogt,bocskai,55.5,1800,7000,gut
-1,sarino,casamento,hickst,57.5,1800,7000,gut
1,lover boy,murzabayev,vovcenko,56.0,1600,8200,gut
2,thymian,cheyer,weber,61.0,1600,8200,gut
3,baker man (ire),böhler,keller,49.0,1600,8200,gut
4,new abbey angel (ire),minarik,weidler,59.0,1600,8200,gut
5,mystery back (fr),vogt,whitfield,55.5,1600,8200,gut
6,tribesman (gb),beckmann,beckmann,55.0,1600,8200,gut
7,sterling lines (gb),cadeddu,dewald,57.0,1600,8200,gut
8,polarstern,koyuncu,schwinn,60.0,1600,8200,gut
9,stephill (fr),ketzer,bracke/bel,59.0,1600,8200,gut
10,saphirrouge (fr),de vries,figge,60.0,1600,8200,gut
11,sarayu (fr),casamento,rudolph,57.5,1600,8200,gut
12,bush beauty (ire),haedens,lanslots,53.0,1600,8200,gut
13,zashka (fr),hofer,mayer,59.0,1600,8200,gut
14,ashes to glory (gb),piechulek,lanslots,57.5,1600,8200,gut
-1,la commune (ire),pedroza,stein-schomburg,59.0,1600,8200,gut
1,itobo,casamento,gröschel,58.0,2200,70000,gut
2,royal youmzain (fr),pedroza,wöhler,58.0,2200,70000,gut
3,windstoß,de vries,klug,58.0,2200,70000,gut
4,alounak (fr),hamelin,hickst,58.0,2200,70000,gut
5,walsingham,starke,schiergen,58.0,2200,70000,gut
6,oriental eagle,minarik,hirschberger,58.0,2200,70000,gut
7,wai key star,veron,steinberg,58.0,2200,70000,gut
8,matchwinner,best,snackers,58.0,2200,70000,gut
1,numerion,delozier,grewe,57.0,1600,14000,gut
2,simon de vlieger,pecheur,klug,55.5,1600,14000,gut
3,all win (ire),seidl,gröschel,54.5,1600,14000,gut
4,iliada,minarik,gröschel,52.0,1600,14000,gut
5,shadow chaser,casamento,hickst,52.5,1600,14000,gut
6,naqdy (gb),murzabayev,meulen/nl,55.5,1600,14000,gut
7,hautot (fr),hamelin,geisler,60.0,1600,14000,gut
8,edwin (gb),cadeddu,hofer,55.5,1600,14000,gut
-1,nadelwald (gb),de vries,wolters/nl,55.5,1600,14000,gut
1,maison bleu (gb),müller,nedorostek,56.5,1800,8500,gut
2,taron (ire),böhler,schiergen,51.5,1800,8500,gut
3,snowdrop (fr),haedens,lanslots,57.0,1800,8500,gut
4,contendit (gb),biessey,gratz,54.0,1800,8500,gut
5,tempelleben,cheyer,weber,50.5,1800,8500,gut
6,furous (fr),bieß,rudolph,60.5,1800,8500,gut
7,la tendresse (gb),giesgen,bolte,54.0,1800,8500,gut
8,dusky dance (ire),marcialis,rothacker,62.5,1800,8500,gut
9,aufsteiger (fr),beckmann,beckmann,57.0,1800,8500,gut
10,hidden oasis (ire),blumenauer,recke,63.5,1800,8500,gut
-1,kerecsen (hun),wagner,wagner,66.0,1800,8500,gut
-1,forgo,ketzer,potters,56.5,1800,8500,gut
-1,ferragosta,riehl,hillis,56.0,1800,8500,gut
1,all access,delozier,glanz,58.5,2400,11000,gut
2,alenza,cadeddu,bolte,53.0,2400,11000,gut
3,goldpark (fr),starke,rulec,56.0,2400,11000,gut
4,fumarole (gb),lopez,recke,61.5,2400,11000,gut
5,bin manduro (gb),mouchova,gratz,54.0,2400,11000,gut
6,irina,minarik,schwinn,53.0,2400,11000,gut
7,angel music,pedroza,nedorostek,61.0,2400,11000,gut
8,footloose,de vries,potters,61.0,2400,11000,gut
9,kasjona (gb),best,snackers,58.5,2400,11000,gut
10,bill ferdinand,casamento,rudolph,56.0,2400,11000,gut
11,little love,pecheur,stech,53.0,2400,11000,gut
12,noble fighter (ire),ehl,ehl,67.5,2400,11000,gut
1,bolt phantom (usa),pecheur,meulen/nl,62.5,1200,10200,gut
2,do it in rio (fr),de vries,richter/aut,57.5,1200,10200,gut
3,atreju,cadeddu,dewald,60.5,1200,10200,gut
4,star focus (ire),casamento,lenaers/bel,61.0,1200,10200,gut
5,jazz bay (gb),santangelo,ferentschak,53.5,1200,10200,gut
6,sant angelo,ganbat,smrczek,56.5,1200,10200,gut
7,boy charlton (ire),delozier,fuhrmann,59.5,1200,10200,gut
8,bishapur,murzabayev,sprengel,58.0,1200,10200,gut
9,berlios (ire),haedens,lenaers/bel,52.0,1200,10200,gut
10,mojo boy (fr),hamelin,geisler,61.5,1200,10200,gut
11,tylery wonder (ire),seidl,van kempen/nl,58.0,1200,10200,gut
12,sir theodore (ire),panov,richter,56.0,1200,10200,gut
13,kingi compton (gb),piechulek,weißmeier,56.0,1200,10200,gut
1,secret potion,sanna,grewe,57.5,1850,5100,gut
2,antipolis,laube,zschache,58.0,1850,5100,gut
3,waldana,falland,richter,53.0,1850,5100,gut
4,semper fidelis,koplik,angermann,58.0,1850,5100,gut
5,vialina,scardino,dzubasz,55.5,1850,5100,gut
6,apple green (gb),bojko,fuhrmann,55.0,1850,5100,gut
7,vagabund,danz,schöps,57.0,1850,5100,gut
1,montalcino,bojko,paulick,57.5,2000,4000,gut
2,frieda my love (fr),laube,kriegsheim,58.0,2000,4000,gut
3,zenith,sanna,schnakenberg,58.0,2000,4000,gut
4,fiscoli,scardino,dzubasz,60.0,2000,4000,gut
5,good will,engels,schnakenberg,55.5,2000,4000,gut
6,kashani (ire),danz,buchner,54.5,2000,4000,gut
-1,belle de jour,polli,storp,58.5,2000,4000,gut
1,good girl,scardino,schnakenberg,62.0,2750,5000,gut
2,zaphiras adventure (gb),laube,korpas,61.0,2750,5000,gut
3,fritz,polli,angermann,52.0,2750,5000,gut
4,la isla bonita,bonk,dzubasz,62.5,2750,5000,gut
5,alva,henrique,neuberg/cz,54.5,2750,5000,gut
1,poets rock (fr),laube,vana,58.0,1300,4000,gut
2,shecanrally (ire),polli,hlavaty/cz,54.5,1300,4000,gut
3,rateel (ire),timpelan,fuhrmann,60.5,1300,4000,gut
4,anmut,danz,bigus,54.0,1300,4000,gut
5,killerbiene,engels,kriegsheim,54.0,1300,4000,gut
6,sulafah (ire),bonk,schnakenberg,62.5,1300,4000,gut
7,amparo,koplik,lentz,64.5,1300,4000,gut
8,phaleontat,scardino,busch,55.0,1300,4000,gut
9,presence,sanna,franke,62.5,1300,4000,gut
-1,shamrock emma (ire),bojko,fuhrmann,54.5,1300,4000,gut
1,antares,bojko,dzubasz,56.5,2000,8000,gut
2,dantos,laube,korpas,59.0,2000,8000,gut
3,prince of stars (gb),engels,angermann,54.5,2000,8000,gut
4,niron,koplik,mayer,60.0,2000,8000,gut
5,cash the cheque,sanna,richter,57.0,2000,8000,gut
-1,bergpfad,scardino,klein,56.0,2000,8000,gut
1,jackontherocks (gb),timpelan,fuhrmann,60.0,1600,5000,gut
2,hisahito,laube,korpas,54.0,1600,5000,gut
3,tom tom chap (ire),koplik,bigus,66.5,1600,5000,gut
4,so soon,polli,lentz,56.5,1600,5000,gut
5,sha gino,rose,scholze,67.0,1600,5000,gut
6,glad hollow,scardino,schnakenberg,57.0,1600,5000,gut
7,yes maybe (ire),bojko,fuhrmann,53.0,1600,5000,gut
8,summy way (ire),falland,fuhrmann,49.0,1600,5000,gut
9,sternzeichen,engels,angermann,58.0,1600,5000,gut
10,amazing boy (fr),danz,kaczmarek,52.0,1600,5000,gut
11,cool whiskey (ire),henrique,neuberg/cz,52.0,1600,5000,gut
12,hernandez,sanna,schnakenberg,54.0,1600,5000,gut
1,louane,bojko,paulick,56.0,1600,4000,gut
2,baldessari (gb),koplik,scholze,58.0,1600,4000,gut
3,zampano (fr),scardino,dzubasz,58.0,1600,4000,gut
4,nina,danz,barsig,56.0,1600,4000,gut
5,turfglocke,laube,korpas,56.0,1600,4000,gut
6,pearl harbor,sanna,schnakenberg,57.0,1600,4000,gut
-1,malinga,henrique,paulick,56.0,1600,4000,gut
1,wild comet,murzabayev,klein,57.0,2000,3800,gut
2,aduna (ire),piechulek,bolte,57.0,2000,3800,gut
3,dreamworks,seidl,mäder,53.0,2000,3800,gut
4,shagan,cadeddu,berg,59.0,2000,3800,gut
5,torqueville,timpelan,timpelan,59.0,2000,3800,gut
6,sea the blue (ire),danz,bodenhagen,53.0,2000,3800,gut
1,departing,starke,schiergen,57.5,1750,5100,gut
2,royal lion,minarik,hirschberger,58.0,1750,5100,gut
3,madame gazelle,böhler,schiergen,52.0,1750,5100,gut
4,sansa stark,danz,klein,55.0,1750,5100,gut
5,antonelli,santangelo,storp,57.0,1750,5100,gut
1,asaaleeb (usa),cadeddu,hinzmann,58.0,1400,4000,gut
2,vieille sorciere (fr),best,sauter,56.5,1400,4000,gut
3,expediate (gb),marcialis,lenaers/bel,63.0,1400,4000,gut
4,bush beauty (ire),stappaerts/bel,lanslots,55.0,1400,4000,gut
5,never in doubt (gb),minarik,weidler,59.5,1400,4000,gut
6,prefect (gb),danz,bodenhagen,59.0,1400,4000,gut
7,acastus,vogt,wenz,54.0,1400,4000,gut
1,feuerlilie (gb),piechulek,bolte,59.5,2000,4500,gut
2,petite paris,best,weißmeier,60.0,2000,4500,gut
3,diamond gold,vogt,wenz,52.0,2000,4500,gut
4,ossiline,ganbat,gratz,61.5,2000,4500,gut
5,alta monte,geisler,geisler,56.0,2000,4500,gut
6,crouton (gb),de vries,jonkhart/nl,59.5,2000,4500,gut
7,kimbarjano (ire),murzabayev,grünewald,56.0,2000,4500,gut
8,opera snow,cadeddu,nienstädt,53.0,2000,4500,gut
1,intenso,engels,engels,60.5,1400,6500,gut
2,voodoo,henrique,kienemann,57.0,1400,6500,gut
3,enge euphoria (swe),murfuni,walsh,63.0,1400,6500,gut
4,ilva,starke,schiergen,55.5,1400,6500,gut
5,south coast,minarik,gröschel,56.0,1400,6500,gut
6,birthday prince,seidl,lentz,60.5,1400,6500,gut
7,ivors fantasy (ire),danz,weis,53.5,1400,6500,gut
8,meccas spirit (ire),ganbarov,haustein,55.5,1400,6500,gut
9,mister spock,piechulek,ehl,62.5,1400,6500,gut
10,rich roofer,cadeddu,kleinkorres,55.5,1400,6500,gut
1,indara,delozier,grewe,58.0,2800,4000,gut
2,culworth boy (ire),danz,bodenhagen,54.5,2800,4000,gut
3,reado,minarik,vovcenko,56.0,2800,4000,gut
4,old firehand,starke,weis,58.5,2800,4000,gut
5,nolan,riehl,schriever,51.0,2800,4000,gut
6,kanonier (fr),best,nedorostek,57.5,2800,4000,gut
7,borneo (ire),ganbat,hobitz,60.0,2800,4000,gut
8,almata,vogt,müller,54.0,2800,4000,gut
9,satica (gb),cadeddu,nienstädt,54.0,2800,4000,gut
1,larsson,de vries,klug,58.0,1750,3000,gut
2,rapid beauty,cadeddu,bolte,55.0,1750,3000,gut
3,otto (fr),murzabayev,dzubasz,57.0,1750,3000,gut
4,mystery love (hol),minarik,wolters/nl,55.0,1750,3000,gut
5,quanita,seidl,gernreich,55.0,1750,3000,gut
6,templeogue,best,sauter,55.0,1750,3000,gut
1,seebring (ire),giesgen,sonntag,54.0,1350,2700,gut
2,charlies dreamer (gb),weißmeier,berg,66.5,1350,2700,gut
3,tauranga,blumenauer,bach,60.5,1350,2700,gut
4,dawn prayer (gb),best,schleppi,67.5,1350,2700,gut
5,pressure (gb),böhler,keller,57.0,1350,2700,gut
6,romantic soldier (fr),santangelo,schwab,53.5,1350,2700,gut
7,rinky dink dawn (ire),vogt,schleppi,65.0,1350,2700,gut
8,hippocrene (ire),wagner,schu,55.0,1350,2700,gut
1,bill ferdinand,vogt,rudolph,59.5,2450,5000,gut
2,nordtänzer,geisler,geisler,54.5,2450,5000,gut
3,diokletian,wagner,volz-degel,57.0,2450,5000,gut
4,bin manduro (gb),mouchova,gratz,57.5,2450,5000,gut
5,irina,santangelo,schwinn,56.5,2450,5000,gut
6,noble fighter (ire),ehl,ehl,69.5,2450,5000,gut
7,red flash,straßmeier,straßmeier,59.0,2450,5000,gut
8,nepotin,wagner,schleppi,61.0,2450,5000,gut
-1,sicilia,best,schneider,56.0,2450,5000,gut
-1,fit to run (fr),danz,weber,52.0,2450,5000,gut
1,welan,grigorieva,recke,57.0,1900,10000,gut
2,beacon hill (ire),lopez,peterschmitt,56.0,1900,10000,gut
3,pissarro,mouchova,rudolph,55.0,1900,10000,gut
4,levante (fr),polli,glanz,52.0,1900,10000,gut
5,lady magic,best,kogler,56.5,1900,10000,gut
6,dream team (gb),vogt,schleppi,55.0,1900,10000,gut
7,linnova (fr),weißmeier,weißmeier,55.0,1900,10000,gut
8,smoke on the water,engels,birner,57.0,1900,10000,gut
1,polarstern,bonk,schwinn,63.0,1900,3100,gut
2,baker street (gb),böhler,schwinn,58.5,1900,3100,gut
3,troyanda,weber,gries,62.5,1900,3100,gut
4,rock of cashel,ehl,wedig,70.0,1900,3100,gut
5,twinnie,blumenauer,bach,59.0,1900,3100,gut
6,situation (gb),giesgen,schwinn,60.5,1900,3100,gut
7,wilek even (fr),straßmeier,straßmeier,59.0,1900,3100,gut
8,dyllan (ire),bieß,schwab,65.0,1900,3100,gut
9,islington,wagner,britz,59.0,1900,3100,gut
1,iraklion,grigorieva,bieß,60.0,1900,2200,gut
2,high alpha (fr),bieß,peterschmitt,62.0,1900,2200,gut
3,marius,geisler,geisler,59.0,1900,2200,gut
4,taurus,danz,weber,53.0,1900,2200,gut
5,be my star,weißmeier,daunheimer,59.0,1900,2200,gut
6,samonas,vogt,recke,59.0,1900,2200,gut
7,navid,polli,rudolph,53.0,1900,2200,gut
1,könig arte,grigorieva,bieß,54.0,1900,4200,gut
2,mantano,lopez,peterschmitt,59.5,1900,4200,gut
3,contendit (gb),santangelo,gratz,58.5,1900,4200,gut
4,furous (fr),polli,rudolph,62.5,1900,4200,gut
5,sarayu (fr),engels,rudolph,53.5,1900,4200,gut
6,princess peaches (gb),giesgen,schwinn,54.5,1900,4200,gut
7,san diego,vogt,schleppi,63.0,1900,4200,gut
8,doris,geisler,geisler,56.0,1900,4200,gut
9,tempelleben,danz,weber,54.0,1900,4200,gut
10,giant grizzly,mouchova,maurer,60.5,1900,4200,gut
11,catastrophe (gb),best,schleppi,60.5,1900,4200,gut
1,contessa,de vries,gröschel,58.0,1600,5100,gut
2,reaction,piechulek,fabianova,57.5,1600,5100,gut
3,reine des fleurs,murzabayev,dzubasz,58.0,1600,5100,gut
4,la valetta,cadeddu,vovcenko,57.0,1600,5100,gut
5,siuna,starke,schiergen,57.0,1600,5100,gut
6,dont tell dandy (gb),bojko,fuhrmann,58.0,1600,5100,gut
7,circuskind (ire),sanna,fuhrmann,57.0,1600,5100,gut
8,royal roxana,ganbat,schleusner-fruhriep,57.0,1600,5100,gut
-1,cape coral (ire),pecheur,suborics,57.0,1600,5100,gut
1,lady oconnor (ire),bojko,hottewitzsch,56.5,2200,6000,gut
2,caracalla queen,laube,korpas,59.5,2200,6000,gut
3,cioccoholic,piechulek,angermann,59.5,2200,6000,gut
4,fouquet,cadeddu,richter,58.5,2200,6000,gut
5,dolasilla,palik,schütz,54.5,2200,6000,gut
6,solana,panov,richter,56.0,2200,6000,gut
7,viva la corsa,starke,stech,57.0,2200,6000,gut
8,tara mara,murzabayev,korpas,54.5,2200,6000,gut
9,zaro,sanna,korpas,62.5,2200,6000,gut
-1,little love,pecheur,stech,52.0,2200,6000,gut
1,whizz kid,pedroza,wöhler,56.0,2200,5100,gut
2,molly filius,pecheur,richter,58.0,2200,5100,gut
3,mojano (fr),minarik,richter,56.5,2200,5100,gut
4,lubiane,laube,korpas,54.0,2200,5100,gut
5,soreas boy,panov,richter,56.0,2200,5100,gut
6,ivory light (fr),ganbat,nedorostek,56.0,2200,5100,gut
7,mooniac,murzabayev,dzubasz,58.0,2200,5100,gut
-1,amazing star,cadeddu,gröschel,56.0,2200,5100,gut
-1,alinghi first,palik,pohl,54.5,2200,5100,gut
1,cliffs art (ire),seidl,richter,58.0,1600,52000,gut
2,dormio (gb),minarik,grewe,60.0,1600,52000,gut
3,vicente,cadeddu,vovcenko,54.0,1600,52000,gut
4,wachmann,panov,richter,54.0,1600,52000,gut
5,wild emotion,pecheur,suborics,54.0,1600,52000,gut
6,miss mae,delozier,grewe,56.0,1600,52000,gut
7,braveheart,laube,korpas,54.0,1600,52000,gut
8,nickos,murzabayev,dzubasz,54.5,1600,52000,gut
9,moon power,palik,schütz,54.5,1600,52000,gut
10,say good buy,starke,schiergen,59.0,1600,52000,gut
11,varro,bojko,angermann,54.0,1600,52000,gut
-1,suprimo,starke,schiergen,55.0,1600,52000,gut
1,gepard,murzabayev,zschache,60.5,2000,12500,gut
2,princess zoe,seidl,richter,53.0,2000,12500,gut
3,alberto hawaii,cadeddu,schleusner-fruhriep,53.5,2000,12500,gut
4,zuckerfee (fr),pecheur,mäder,52.0,2000,12500,gut
5,oscar,panov,paulick,60.0,2000,12500,gut
6,legacy,minarik,barsig,56.5,2000,12500,gut
7,kiss the wind (ire),ganbat,schleusner-fruhriep,58.0,2000,12500,gut
-1,dantes,bojko,wöhler,52.0,2000,12500,gut
1,its my turn (ire),slamanig,schleusner-fruhriep,60.0,1400,6000,gut
2,casinomaster (ire),presits,fuhrmann,54.5,1400,6000,gut
3,rateel (ire),marcussen-schou,fuhrmann,55.5,1400,6000,gut
4,brown beauty (ire),bowen,fuhrmann,54.0,1400,6000,gut
5,jackontherocks (gb),collier,fuhrmann,60.0,1400,6000,gut
6,dutch academy (gb),bourillon,vovcenko,58.5,1400,6000,gut
7,kareless (ire),brüggemann,fuhrmann,62.5,1400,6000,gut
8,time queen (ire),pattinson,schleusner-fruhriep,62.5,1400,6000,gut
9,bad dog (gb),brooke,fuhrmann,63.5,1400,6000,gut
10,asian highway,deniel,busch,55.5,1400,6000,gut
11,novacovic,worsley,fuhrmann,66.0,1400,6000,gut
12,yayoon (gb),rose,fuhrmann,68.0,1400,6000,gut
1,akribie,de vries,klug,58.0,2000,70000,gut
2,satomi,piechulek,klug,58.0,2000,70000,gut
3,stex (ire),panov,dzubasz,58.0,2000,70000,gut
4,anna pivola,pecheur,klug,58.0,2000,70000,gut
5,whispering angel,seidl,klug,58.0,2000,70000,gut
6,shining pass,pedroza,wöhler,58.0,2000,70000,gut
7,global cloud,murzabayev,dzubasz,58.0,2000,70000,gut
8,guardian fay (ire),minarik,carvalho,58.0,2000,70000,gut
-1,barbados (fr),starke,schiergen,58.0,2000,70000,gut
-1,donjah,lecoeuvre,grewe,58.0,2000,70000,gut
1,kataja,murzabayev,dzubasz,62.5,1800,4500,gut
2,oxbridge blue (gb),panov,angermann,60.0,1800,4500,gut
3,laytown (ire),pedroza,storp,59.0,1800,4500,gut
4,rosentor,piechulek,scholze,59.0,1800,4500,gut
5,baldessari (gb),seidl,scholze,53.0,1800,4500,gut
6,primetta,cadeddu,vovcenko,55.0,1800,4500,gut
7,gainsborough hat (ire),bojko,fuhrmann,58.5,1800,4500,gut
8,big panther (fr),koplik,barsig,64.5,1800,4500,gut
9,malo,ganbat,stech,60.0,1800,4500,gut
10,nschotschi (ire),pecheur,stech,61.5,1800,4500,gut
1,alson,moisan,carvalho,58.0,1200,5100,gut
2,nona,woodburn,hofer,56.0,1200,5100,gut
3,aban (ire),sanna,grewe,58.0,1200,5100,gut
1,prime asset,moisan,steinberg,62.0,2800,6500,gut
2,sie haben da was,breslin,steinberg,57.0,2800,6500,gut
3,saratino,laube,glanz,56.0,2800,6500,gut
4,i do,hofer,kogler,54.5,2800,6500,gut
5,good bye,koplik,barsig,57.0,2800,6500,gut
6,koreen (ire),woodburn,schwarzenbeck,54.0,2800,6500,gut
1,amiro,almonacid,figge,58.0,2000,5100,gut
2,estivo (ire),sanna,hillis,58.0,2000,5100,gut
3,daatis,laube,hickst,58.0,2000,5100,gut
4,soudainete,moisan,carvalho,56.0,2000,5100,gut
5,mondiale,santangelo,klein,56.0,2000,5100,gut
6,my madeleine,breslin,hillis,54.0,2000,5100,gut
7,miss tick,hofer,figge,56.0,2000,5100,gut
8,avantar (fr),woodburn,hofer,58.0,2000,5100,gut
1,action pure,hofer,mayer,59.5,1600,4000,gut
2,high flight (ire),almonacid,mayer,61.0,1600,4000,gut
3,distant day (ire),breslin,hillis,51.0,1600,4000,gut
4,neriano (ire),sanna,hillis,59.0,1600,4000,gut
5,danish king (ire),marcialis,schwarzenbeck,61.0,1600,4000,gut
6,magic knowles (fr),koplik,hillis,60.5,1600,4000,gut
1,el donno (ire),koplik,barsig,57.0,1600,6500,gut
2,mormill (gb),laube,jelen,58.0,1600,6500,gut
3,nice glory (fr),santangelo,glanz,54.0,1600,6500,gut
4,dioresse (ire),woodburn,figge,58.5,1600,6500,gut
5,auristella,hofer,mayer,61.5,1600,6500,gut
6,griffone (fr),breslin,hillis,56.5,1600,6500,gut
7,mystic tale,sanna,hillis,55.5,1600,6500,gut
1,pietraia,santangelo,klein,57.0,1600,5100,gut
2,with love,moisan,carvalho,56.0,1600,5100,gut
3,propolia,koplik,glanz,57.0,1600,5100,gut
4,navaro,sanna,grewe,58.0,1600,5100,gut
5,wynono,laube,glanz,58.0,1600,5100,gut
6,hafida,marcialis,hillis,55.0,1600,5100,gut
7,loveslabourslost (fr),woodburn,figge,56.5,1600,5100,gut
8,heather heat (ire),breslin,hillis,53.0,1600,5100,gut
1,heart ahead (ire),breslin,hillis,54.0,2200,4000,gut
2,ourasi,woodburn,pils,57.5,2200,4000,gut
3,winoso (hun),laube,mühlbauer,59.5,2200,4000,gut
4,schirkan,santangelo,klein,56.0,2200,4000,gut
5,laurin (ire),schneider,mühlbauer,56.0,2200,4000,gut
6,terlano (gb),hofer,mayer,58.5,2200,4000,gut
1,ferragosta,van eck/nl,hillis,69.5,1600,3600,gut
2,lady vivian (fr),biessey,glanz,64.5,1600,3600,gut
3,silver silk (fr),woodburn,figge,60.5,1600,3600,gut
4,saphirrouge (fr),fleißner,figge,62.0,1600,3600,gut
5,guiding passion (fr),böhler,mayer,55.0,1600,3600,gut
6,sweety heart (fr),schneider,kerekes,66.0,1600,3600,gut
7,shinko danon (ire),pattinson,mayer,60.5,1600,3600,gut
8,air attack (ire),pinzner,hillis,65.0,1600,3600,gut
1,wishjoy (ire),murzabayev,carvalho,55.0,1600,7000,gut
2,vallandros,panov,hirschberger,58.0,1600,7000,gut
3,connor,henrique,potters,57.0,1600,7000,gut
4,allegro (ire),ganbat,schiergen,57.0,1600,7000,gut
5,igneo,seidl,gröschel,57.0,1600,7000,gut
6,sunny side (ire),best,gröschel,55.0,1600,7000,gut
7,bahamian bullet,silverio,nedorostek,57.0,1600,7000,gut
1,lessing (jpn),henrique,richter,53.5,1750,8000,gut
2,lenotti,panov,moser,56.0,1750,8000,gut
3,mentalist,murzabayev,wöhler,56.5,1750,8000,gut
4,maya,palik,schütz,58.0,1750,8000,gut
5,invincible really,bojko,paulick,56.5,1750,8000,gut
6,dialekt,piechulek,bolte,60.5,1750,8000,gut
7,saxone (ire),seidl,gröschel,60.5,1750,8000,gut
8,nadito (gb),engels,engels,57.0,1750,8000,gut
9,silver stripes (ire),ganbat,vovcenko,56.0,1750,8000,gut
1,innis,palik,korpas,58.0,1600,5000,gut
2,newton,panov,moser,57.0,1600,5000,gut
3,kiyana,seidl,reineke,56.0,1600,5000,gut
4,dumas,murzabayev,renggli,57.0,1600,5000,gut
5,wissam (ire),piechulek,fabianova,57.0,1600,5000,gut
6,gilbert,best,renggli,57.0,1600,5000,gut
7,limond,ganbat,vovcenko,57.0,1600,5000,gut
0,yes or no,bojko,vovcenko,57.0,1600,5000,gut
1,irida,seidl,gröschel,58.0,2000,7000,gut
2,oseleta,henrique,potters,57.5,2000,7000,gut
3,touriga,piechulek,bolte,57.5,2000,7000,gut
4,panguna,murzabayev,wöhler,57.5,2000,7000,gut
5,bottom line (gb),bojko,wöhler,57.5,2000,7000,gut
6,noelani,panov,moser,57.5,2000,7000,gut
7,nagira,troost,almenräder,57.5,2000,7000,gut
8,davina,danz,meinecke,57.5,2000,7000,gut
9,fortissima,best,moser,57.5,2000,7000,gut
10,estenea,palik,potters,57.5,2000,7000,gut
1,soliman,silverio,haustein,56.5,1900,5000,gut
2,dafina,panov,meinecke,58.5,1900,5000,gut
3,trespassed (ire),piechulek,glodde,60.5,1900,5000,gut
4,karibana,murzabayev,grünewald,56.5,1900,5000,gut
5,imposito,best,stolberg,58.5,1900,5000,gut
6,lacrimosa,safar,vovcenko,59.0,1900,5000,gut
7,sealand,seidl,richter,57.0,1900,5000,gut
8,songan,palik,glodde,58.0,1900,5000,gut
9,black maria,henrique,nedorostek,54.0,1900,5000,gut
10,fireprincess,ganbat,vovcenko,58.5,1900,5000,gut
11,pasquetta,bojko,paulick,57.0,1900,5000,gut
1,shafran mnm (ire),kocakaya,haustein,53.5,1400,25000,gut
2,joplin,stefan,fechner,58.0,1400,25000,gut
3,adelante (fr),currie,baker/gb,53.5,1400,25000,gut
4,cabarita,ganbat,gröschel,58.0,1400,25000,gut
5,clear for take off (gb),panov,moser,58.0,1400,25000,gut
6,be my best,henrique,potters,58.0,1400,25000,gut
7,caesara (gb),murzabayev,carvalho,58.0,1400,25000,gut
